brand,model,year,mileage_km,price_rub,city,fuel_type,transmission,body_type,color,engine_volume_l,owners_count
Volkswagen,Polo,2012,195506,100000,Екатеринбург,Дизель,Робот,Кроссовер,Синий,2.5,3
BMW,7 Series,2011,338229,100000,Волгоград,Бензин,Автомат,Кроссовер,Зеленый,1.5,4
Lada,Kalina,2011,329034,100000,Самара,Дизель,Робот,Универсал,Белый,1.3,1
Mercedes-Benz,E-Class,2010,187731,100000,Казань,Электро,Робот,Хэтчбек,Синий,1.5,1
Mazda,CX-3,2013,115930,100000,Уфа,Бензин,Вариатор,Хэтчбек,Красный,2.4,4
Nissan,Almera,2011,345955,100000,Воронеж,Электро,Механика,Седан,Серебристый,1.9,4
Toyota,Camry,2015,157116,100000,Омск,Бензин,Автомат,Кроссовер,Зеленый,2.3,4
Volkswagen,Golf,2013,285851,100000,Москва,Бензин,Механика,Универсал,Черный,1.9,3
Hyundai,Tucson,2014,148615,100000,Нижний Новгород,Электро,Вариатор,Универсал,Черный,1.7,3
Toyota,Land Cruiser,2014,219379,100000,Нижний Новгород,Гибрид,Робот,Седан,Черный,2.1,2
Hyundai,Creta,2013,146184,100000,Екатеринбург,Гибрид,Робот,Седан,Серебристый,2.9,2
BMW,3 Series,2011,312468,100000,Омск,Электро,Механика,Кроссовер,Белый,2.6,2
Lada,Vesta,2016,244717,100000,Санкт-Петербург,Гибрид,Автомат,Универсал,Черный,3.0,2
Toyota,Land Cruiser,2013,220435,100000,Санкт-Петербург,Дизель,Робот,Универсал,Зеленый,2.8,2
Audi,A3,2013,247581,100000,Волгоград,Дизель,Робот,Хэтчбек,Серый,3.0,4
Toyota,Highlander,2010,274758,100000,Санкт-Петербург,Бензин,Вариатор,Универсал,Синий,1.3,1
Volkswagen,Polo,2011,163283,100000,Челябинск,Бензин,Механика,Хэтчбек,Серый,3.1,4
Hyundai,Elantra,2010,180215,100000,Уфа,Дизель,Механика,Кроссовер,Серебристый,3.0,2
Volkswagen,Tiguan,2012,277645,100000,Нижний Новгород,Дизель,Автомат,Хэтчбек,Черный,1.5,4
Kia,Sportage,2012,176005,100000,Санкт-Петербург,Гибрид,Механика,Внедорожник,Серебристый,1.4,1
Volkswagen,Passat,2015,196689,100000,Нижний Новгород,Гибрид,Автомат,Внедорожник,Серебристый,2.5,2
BMW,X3,2014,265098,100000,Волгоград,Бензин,Робот,Универсал,Зеленый,2.7,4
Audi,A3,2014,231390,100000,Санкт-Петербург,Дизель,Вариатор,Хэтчбек,Белый,3.3,3
Hyundai,Solaris,2013,243131,100000,Санкт-Петербург,Бензин,Механика,Универсал,Белый,3.4,3
BMW,5 Series,2012,208746,100000,Самара,Бензин,Робот,Универсал,Серебристый,1.3,3
Nissan,Juke,2011,198026,100000,Ростов-на-Дону,Бензин,Механика,Универсал,Серый,1.5,4
Hyundai,Solaris,2014,127742,100000,Воронеж,Дизель,Робот,Внедорожник,Красный,2.7,1
Hyundai,Creta,2011,159290,100000,Красноярск,Бензин,Автомат,Внедорожник,Серый,2.4,3
Mercedes-Benz,GLE,2012,310883,100000,Красноярск,Бензин,Механика,Универсал,Зеленый,2.2,1
Mazda,6,2012,128224,100000,Екатеринбург,Гибрид,Механика,Универсал,Белый,2.9,4
Nissan,X-Trail,2011,280464,100000,Самара,Дизель,Автомат,Внедорожник,Серый,3.3,3
Nissan,Almera,2016,195915,100000,Волгоград,Бензин,Механика,Кроссовер,Серый,1.5,2
Hyundai,Tucson,2012,229167,100000,Екатеринбург,Гибрид,Робот,Универсал,Синий,3.4,3
Mercedes-Benz,E-Class,2011,242450,100000,Ростов-на-Дону,Дизель,Механика,Внедорожник,Серебристый,3.4,3
Kia,Sorento,2010,198916,100000,Красноярск,Бензин,Робот,Универсал,Зеленый,1.4,1
Hyundai,Santa Fe,2010,227613,100000,Новосибирск,Бензин,Автомат,Универсал,Серебристый,2.4,3
Hyundai,Creta,2010,275382,100000,Омск,Дизель,Механика,Внедорожник,Белый,3.0,2
BMW,3 Series,2010,375240,100000,Новосибирск,Дизель,Вариатор,Универсал,Синий,2.6,1
Nissan,Murano,2011,250470,100000,Пермь,Гибрид,Механика,Универсал,Синий,2.9,3
Kia,Sorento,2011,340797,100000,Воронеж,Дизель,Автомат,Кроссовер,Синий,2.7,3
Lada,Vesta,2010,377769,100000,Санкт-Петербург,Электро,Автомат,Седан,Синий,2.7,3
Lada,Vesta,2015,92136,100000,Самара,Электро,Механика,Универсал,Белый,1.9,1
Toyota,Camry,2014,218634,100000,Красноярск,Дизель,Робот,Кроссовер,Красный,2.8,1
Mazda,CX-3,2013,230853,100000,Казань,Электро,Вариатор,Хэтчбек,Зеленый,3.3,4
Nissan,Juke,2012,337074,100000,Казань,Дизель,Робот,Хэтчбек,Синий,3.2,3
Mercedes-Benz,C-Class,2013,234948,100000,Омск,Бензин,Автомат,Кроссовер,Зеленый,3.5,4
Kia,Sportage,2012,189206,100000,Воронеж,Гибрид,Механика,Универсал,Красный,2.5,2
Nissan,Murano,2014,143777,100000,Санкт-Петербург,Бензин,Автомат,Кроссовер,Черный,1.2,4
Kia,Sorento,2011,256400,100000,Самара,Гибрид,Вариатор,Универсал,Зеленый,1.5,2
Audi,A3,2011,147696,100000,Москва,Бензин,Автомат,Хэтчбек,Красный,3.2,4
Audi,A3,2010,352390,100000,Волгоград,Электро,Вариатор,Хэтчбек,Черный,2.7,2
Audi,A6,2010,286167,100000,Казань,Бензин,Вариатор,Кроссовер,Красный,3.4,4
Mercedes-Benz,E-Class,2012,272623,100000,Воронеж,Электро,Вариатор,Хэтчбек,Красный,2.7,4
Lada,Largus,2011,307408,100000,Челябинск,Гибрид,Робот,Внедорожник,Серебристый,2.0,1
BMW,X3,2010,206732,100000,Самара,Электро,Механика,Внедорожник,Черный,3.5,2
Toyota,Corolla,2012,199202,100000,Уфа,Бензин,Автомат,Хэтчбек,Серый,1.5,2
Lada,Kalina,2016,142202,100000,Санкт-Петербург,Гибрид,Автомат,Хэтчбек,Белый,2.2,1
Audi,A3,2010,235576,100000,Самара,Бензин,Робот,Универсал,Синий,2.0,1
Volkswagen,Polo,2010,198971,100000,Самара,Дизель,Автомат,Хэтчбек,Серый,1.3,2
Lada,Kalina,2012,317624,100000,Пермь,Бензин,Вариатор,Внедорожник,Черный,1.5,4
Mercedes-Benz,GLC,2011,340596,100000,Уфа,Гибрид,Механика,Кроссовер,Красный,1.9,3
Hyundai,Solaris,2013,209768,100000,Самара,Бензин,Автомат,Универсал,Белый,1.3,2
Toyota,RAV4,2014,228492,100000,Самара,Электро,Автомат,Кроссовер,Черный,1.3,2
BMW,X5,2013,157193,100000,Екатеринбург,Электро,Вариатор,Седан,Белый,3.1,4
Audi,A3,2010,309070,100000,Екатеринбург,Дизель,Робот,Внедорожник,Белый,2.6,2
Mercedes-Benz,GLE,2010,209381,100000,Воронеж,Электро,Механика,Универсал,Черный,2.5,4
BMW,X5,2012,227565,100000,Новосибирск,Электро,Робот,Универсал,Белый,1.4,3
BMW,3 Series,2011,227493,100000,Ростов-на-Дону,Гибрид,Вариатор,Седан,Серый,2.2,1
Mercedes-Benz,C-Class,2010,216485,100000,Челябинск,Дизель,Автомат,Универсал,Красный,2.9,2
Mazda,CX-5,2011,231652,100000,Воронеж,Гибрид,Механика,Хэтчбек,Белый,2.1,3
Nissan,Qashqai,2013,264263,100000,Новосибирск,Гибрид,Вариатор,Внедорожник,Зеленый,2.2,1
Mercedes-Benz,C-Class,2010,369133,100000,Красноярск,Дизель,Механика,Хэтчбек,Синий,2.2,4
Mazda,CX-5,2012,246824,100000,Пермь,Бензин,Вариатор,Хэтчбек,Серебристый,2.6,4
Lada,Granta,2010,191615,100000,Воронеж,Электро,Механика,Седан,Серебристый,2.3,2
Audi,A6,2011,166272,100000,Екатеринбург,Бензин,Вариатор,Седан,Черный,1.6,4
Nissan,Murano,2010,299940,100000,Воронеж,Дизель,Вариатор,Седан,Серый,1.5,4
Kia,Rio,2013,159376,100000,Волгоград,Бензин,Автомат,Внедорожник,Синий,2.1,1
Nissan,Qashqai,2012,241261,100000,Уфа,Электро,Механика,Седан,Синий,2.0,1
Mazda,CX-3,2010,175322,100000,Пермь,Бензин,Автомат,Седан,Серебристый,1.3,3
Volkswagen,Polo,2010,205136,100000,Новосибирск,Гибрид,Вариатор,Хэтчбек,Синий,1.6,4
Nissan,Murano,2014,249714,100000,Красноярск,Дизель,Автомат,Кроссовер,Зеленый,1.9,3
Volkswagen,Polo,2010,248643,100000,Челябинск,Дизель,Робот,Универсал,Белый,1.7,3
Mercedes-Benz,S-Class,2010,286500,100000,Ростов-на-Дону,Дизель,Автомат,Хэтчбек,Серый,2.0,1
Mazda,CX-5,2013,102662,100000,Санкт-Петербург,Электро,Вариатор,Внедорожник,Черный,3.0,1
Toyota,Land Cruiser,2011,183336,100000,Пермь,Дизель,Автомат,Кроссовер,Белый,1.6,4
Mercedes-Benz,GLC,2012,103784,100000,Омск,Дизель,Робот,Кроссовер,Черный,2.6,2
Lada,Granta,2011,170910,100000,Красноярск,Гибрид,Автомат,Кроссовер,Красный,2.1,1
Audi,Q7,2012,240359,100000,Пермь,Дизель,Механика,Кроссовер,Серый,2.4,2
Kia,Sorento,2011,258054,100000,Санкт-Петербург,Дизель,Автомат,Седан,Серебристый,1.7,1
Audi,A3,2013,187022,100000,Казань,Бензин,Вариатор,Универсал,Зеленый,2.6,3
Mazda,6,2011,127955,100000,Казань,Гибрид,Вариатор,Универсал,Серый,2.3,2
Hyundai,Elantra,2013,150250,100000,Пермь,Электро,Робот,Хэтчбек,Серый,1.5,2
Mercedes-Benz,C-Class,2010,328245,100000,Новосибирск,Дизель,Автомат,Седан,Белый,1.3,4
Nissan,Juke,2016,79862,100000,Омск,Электро,Вариатор,Седан,Белый,2.5,3
BMW,3 Series,2010,216854,100000,Самара,Электро,Автомат,Седан,Серый,3.1,3
Kia,Cerato,2016,179174,100000,Нижний Новгород,Бензин,Механика,Внедорожник,Серебристый,3.4,4
Nissan,Almera,2012,205727,100000,Красноярск,Электро,Автомат,Универсал,Серебристый,1.8,4
Kia,Optima,2013,187420,100000,Уфа,Электро,Робот,Кроссовер,Серебристый,2.6,1
Toyota,Land Cruiser,2012,194973,100000,Омск,Электро,Вариатор,Внедорожник,Серебристый,2.8,4
Nissan,X-Trail,2011,241704,100000,Екатеринбург,Гибрид,Механика,Универсал,Черный,2.4,2
Nissan,Almera,2015,264785,100000,Самара,Бензин,Автомат,Хэтчбек,Зеленый,2.9,3
BMW,5 Series,2014,277876,100000,Воронеж,Электро,Автомат,Универсал,Серый,1.7,2
Nissan,Qashqai,2013,223491,100000,Екатеринбург,Электро,Механика,Универсал,Красный,1.9,3
Mercedes-Benz,GLE,2011,330971,100000,Уфа,Электро,Робот,Седан,Черный,3.3,3
Lada,Vesta,2010,329727,100000,Красноярск,Электро,Автомат,Кроссовер,Синий,3.5,4
Lada,4x4,2011,205213,100000,Самара,Дизель,Вариатор,Седан,Серый,2.2,2
Audi,Q7,2010,350544,100000,Самара,Гибрид,Автомат,Хэтчбек,Синий,3.3,3
Audi,A4,2011,254360,100000,Санкт-Петербург,Дизель,Робот,Универсал,Черный,1.4,4
BMW,5 Series,2011,193088,100000,Ростов-на-Дону,Бензин,Механика,Универсал,Красный,1.9,3
Volkswagen,Tiguan,2010,166852,100000,Новосибирск,Электро,Вариатор,Хэтчбек,Черный,3.3,3
Nissan,Almera,2012,334366,100000,Новосибирск,Гибрид,Вариатор,Внедорожник,Синий,2.4,4
Lada,Largus,2015,133135,100000,Новосибирск,Дизель,Робот,Универсал,Серый,1.4,4
Hyundai,Solaris,2012,326318,100000,Екатеринбург,Электро,Вариатор,Седан,Красный,3.0,3
Lada,Vesta,2015,114950,100000,Уфа,Гибрид,Робот,Хэтчбек,Зеленый,1.9,1
Hyundai,Santa Fe,2011,304010,100000,Новосибирск,Электро,Робот,Хэтчбек,Белый,1.9,3
Audi,Q7,2013,204709,100000,Москва,Бензин,Вариатор,Универсал,Черный,3.1,4
Kia,Optima,2010,252968,100000,Омск,Бензин,Вариатор,Внедорожник,Серебристый,2.1,3
Hyundai,Elantra,2013,184725,100000,Омск,Электро,Механика,Хэтчбек,Зеленый,2.3,1
Lada,Vesta,2011,325367,100000,Омск,Бензин,Вариатор,Универсал,Зеленый,2.5,3
Volkswagen,Polo,2011,144546,100000,Уфа,Дизель,Механика,Кроссовер,Синий,2.5,1
Toyota,Highlander,2014,197657,100000,Красноярск,Дизель,Механика,Хэтчбек,Красный,1.9,2
BMW,X5,2012,270585,100000,Самара,Бензин,Механика,Внедорожник,Красный,1.3,1
Kia,Sorento,2010,321892,100000,Красноярск,Электро,Вариатор,Седан,Красный,1.8,1
BMW,7 Series,2012,136591,100000,Нижний Новгород,Электро,Вариатор,Хэтчбек,Черный,1.6,2
Audi,Q7,2013,289295,100000,Екатеринбург,Электро,Робот,Универсал,Белый,1.6,2
BMW,3 Series,2012,286261,100000,Омск,Бензин,Автомат,Хэтчбек,Белый,2.3,4
Nissan,Juke,2014,175909,100000,Ростов-на-Дону,Электро,Робот,Универсал,Серебристый,2.1,1
Mazda,6,2011,256882,100000,Ростов-на-Дону,Бензин,Вариатор,Внедорожник,Серый,3.1,2
Audi,Q5,2013,186953,100000,Санкт-Петербург,Бензин,Робот,Седан,Зеленый,1.5,3
Kia,Rio,2012,266775,100000,Волгоград,Электро,Вариатор,Универсал,Зеленый,1.4,2
Nissan,Almera,2010,377797,100000,Нижний Новгород,Гибрид,Вариатор,Универсал,Синий,1.9,1
Mazda,CX-5,2012,185840,100000,Москва,Электро,Робот,Универсал,Синий,1.3,1
BMW,X3,2011,304601,100000,Казань,Гибрид,Автомат,Седан,Серый,2.5,2
Lada,Vesta,2010,339348,100000,Новосибирск,Гибрид,Робот,Внедорожник,Красный,3.0,3
Nissan,Almera,2010,367309,100000,Екатеринбург,Гибрид,Робот,Универсал,Белый,1.9,4
Mercedes-Benz,GLC,2012,163055,100000,Нижний Новгород,Дизель,Робот,Хэтчбек,Красный,2.1,1
Volkswagen,Polo,2011,227391,100000,Москва,Дизель,Вариатор,Внедорожник,Черный,2.3,3
Lada,Vesta,2014,140523,100000,Ростов-на-Дону,Гибрид,Вариатор,Кроссовер,Серебристый,1.5,1
BMW,7 Series,2010,318426,100000,Екатеринбург,Бензин,Автомат,Седан,Серый,3.0,1
Audi,A4,2012,300532,100000,Санкт-Петербург,Бензин,Вариатор,Хэтчбек,Белый,2.6,3
Volkswagen,Jetta,2011,263100,100000,Омск,Бензин,Вариатор,Внедорожник,Серый,2.9,1
BMW,7 Series,2013,186036,100000,Красноярск,Электро,Робот,Кроссовер,Серебристый,2.1,1
Nissan,Murano,2015,235852,100000,Москва,Бензин,Вариатор,Внедорожник,Серебристый,1.7,2
Volkswagen,Polo,2013,116126,100000,Ростов-на-Дону,Гибрид,Автомат,Седан,Красный,1.4,2
Hyundai,Santa Fe,2014,212456,100000,Новосибирск,Электро,Робот,Хэтчбек,Черный,1.9,1
Nissan,Qashqai,2010,322394,100000,Уфа,Гибрид,Автомат,Кроссовер,Красный,1.6,2
Kia,Sorento,2010,346524,100000,Красноярск,Гибрид,Вариатор,Седан,Серый,2.8,1
Toyota,Land Cruiser,2010,191947,100000,Санкт-Петербург,Бензин,Вариатор,Универсал,Белый,2.2,1
Toyota,RAV4,2012,232168,100000,Воронеж,Дизель,Механика,Универсал,Черный,3.5,2
Volkswagen,Jetta,2011,245660,100000,Челябинск,Бензин,Механика,Хэтчбек,Зеленый,1.3,1
Toyota,Corolla,2013,236819,100000,Ростов-на-Дону,Бензин,Робот,Седан,Белый,2.2,2
Mercedes-Benz,GLC,2010,373823,100000,Челябинск,Бензин,Автомат,Кроссовер,Черный,1.5,1
Lada,4x4,2013,176098,100000,Новосибирск,Электро,Автомат,Хэтчбек,Серебристый,2.2,4
Lada,4x4,2013,213969,100000,Новосибирск,Дизель,Робот,Седан,Черный,2.3,1
Toyota,Corolla,2014,144818,100000,Санкт-Петербург,Дизель,Механика,Универсал,Черный,2.5,1
Volkswagen,Tiguan,2011,277774,100000,Ростов-на-Дону,Электро,Механика,Седан,Серый,1.4,3
Hyundai,Creta,2012,275690,100000,Волгоград,Бензин,Автомат,Хэтчбек,Зеленый,2.8,2
Nissan,X-Trail,2012,273284,100000,Екатеринбург,Бензин,Робот,Внедорожник,Зеленый,1.8,2
Mercedes-Benz,GLE,2011,153336,100000,Воронеж,Электро,Вариатор,Кроссовер,Зеленый,1.9,1
Mazda,6,2010,326255,100000,Омск,Бензин,Механика,Седан,Синий,2.8,4
Volkswagen,Polo,2014,155308,100000,Нижний Новгород,Бензин,Механика,Универсал,Черный,2.2,4
Lada,4x4,2012,220292,100000,Пермь,Бензин,Вариатор,Кроссовер,Синий,3.1,2
BMW,3 Series,2011,293157,100000,Новосибирск,Бензин,Механика,Универсал,Красный,3.3,1
Toyota,Camry,2013,199998,100000,Красноярск,Дизель,Вариатор,Седан,Зеленый,2.3,4
Hyundai,Elantra,2015,79764,100000,Санкт-Петербург,Бензин,Вариатор,Кроссовер,Черный,1.3,4
Volkswagen,Tiguan,2013,230045,100000,Волгоград,Бензин,Автомат,Кроссовер,Белый,1.3,2
Kia,Sportage,2016,107021,100000,Челябинск,Бензин,Вариатор,Седан,Черный,2.8,4
Mercedes-Benz,E-Class,2014,219781,100000,Казань,Дизель,Механика,Внедорожник,Серебристый,2.3,1
Volkswagen,Golf,2012,136309,100000,Казань,Бензин,Механика,Универсал,Черный,3.2,2
Mercedes-Benz,E-Class,2010,236288,100000,Уфа,Бензин,Механика,Кроссовер,Зеленый,1.3,1
Mazda,CX-9,2011,306783,100000,Екатеринбург,Гибрид,Робот,Внедорожник,Синий,1.9,2
Volkswagen,Tiguan,2012,232809,100000,Воронеж,Гибрид,Вариатор,Внедорожник,Зеленый,1.2,3
Hyundai,Solaris,2014,167374,100000,Пермь,Электро,Автомат,Седан,Черный,1.4,2
Nissan,Juke,2011,310660,100000,Красноярск,Бензин,Механика,Внедорожник,Серебристый,1.2,1
Toyota,Corolla,2013,246882,100000,Новосибирск,Бензин,Механика,Седан,Красный,2.9,3
BMW,5 Series,2012,252108,100000,Волгоград,Электро,Автомат,Универсал,Серый,2.3,2
Volkswagen,Polo,2012,187976,100000,Екатеринбург,Дизель,Вариатор,Седан,Красный,1.7,1
Toyota,RAV4,2011,195581,100000,Нижний Новгород,Электро,Автомат,Универсал,Белый,1.6,1
Toyota,RAV4,2013,177024,100000,Волгоград,Бензин,Вариатор,Хэтчбек,Серый,3.4,3
Lada,Granta,2010,178170,100000,Новосибирск,Электро,Робот,Универсал,Синий,1.2,3
Lada,4x4,2010,375924,100000,Ростов-на-Дону,Гибрид,Механика,Хэтчбек,Черный,2.7,4
Audi,A3,2012,298272,100000,Екатеринбург,Дизель,Робот,Внедорожник,Синий,2.5,4
Volkswagen,Jetta,2014,137230,100000,Екатеринбург,Дизель,Робот,Седан,Черный,3.2,4
BMW,X3,2010,285949,100000,Пермь,Дизель,Вариатор,Седан,Серебристый,2.2,2
Kia,Sorento,2013,137302,100000,Нижний Новгород,Электро,Робот,Кроссовер,Белый,3.4,1
Audi,Q7,2012,196486,100000,Москва,Дизель,Робот,Универсал,Серебристый,2.9,3
Lada,4x4,2015,84457,100000,Красноярск,Электро,Автомат,Кроссовер,Серебристый,1.7,4
Audi,A4,2011,300875,100000,Ростов-на-Дону,Электро,Вариатор,Седан,Серый,2.7,4
Lada,Largus,2012,256033,100000,Москва,Дизель,Робот,Седан,Зеленый,1.5,1
Kia,Cerato,2010,234103,100000,Санкт-Петербург,Бензин,Механика,Внедорожник,Красный,1.6,1
BMW,X3,2011,166948,100000,Челябинск,Электро,Автомат,Кроссовер,Зеленый,2.7,3
Kia,Sportage,2011,276913,100000,Уфа,Дизель,Автомат,Кроссовер,Красный,2.2,2
Lada,Vesta,2010,341760,100000,Челябинск,Дизель,Робот,Седан,Белый,1.4,3
Mazda,CX-9,2012,319855,100000,Омск,Гибрид,Механика,Внедорожник,Серебристый,2.2,2
Toyota,Highlander,2010,260781,100000,Нижний Новгород,Бензин,Автомат,Седан,Красный,1.2,3
BMW,3 Series,2012,301948,100000,Казань,Электро,Робот,Внедорожник,Синий,3.3,1
Audi,Q7,2010,265620,100000,Челябинск,Электро,Автомат,Внедорожник,Серый,2.4,3
Lada,Vesta,2012,251510,100000,Екатеринбург,Электро,Автомат,Седан,Серый,2.5,4
Audi,Q5,2012,313703,100000,Челябинск,Электро,Вариатор,Кроссовер,Красный,2.3,2
Audi,A3,2010,197598,100000,Москва,Дизель,Робот,Универсал,Черный,2.7,1
BMW,X5,2011,255488,100000,Москва,Бензин,Вариатор,Кроссовер,Зеленый,2.9,2
Lada,Largus,2010,250804,100000,Ростов-на-Дону,Гибрид,Робот,Кроссовер,Синий,1.8,4
Kia,Optima,2010,215728,100000,Волгоград,Дизель,Вариатор,Универсал,Белый,3.0,4
Toyota,RAV4,2010,218527,100000,Санкт-Петербург,Бензин,Вариатор,Кроссовер,Красный,1.4,3
Nissan,Juke,2014,132883,100000,Ростов-на-Дону,Дизель,Вариатор,Универсал,Синий,2.7,2
Volkswagen,Polo,2010,314339,100000,Новосибирск,Дизель,Вариатор,Хэтчбек,Синий,2.4,3
Toyota,Corolla,2011,242465,100000,Екатеринбург,Бензин,Автомат,Внедорожник,Серый,3.1,3
Toyota,Corolla,2012,301170,100000,Уфа,Бензин,Робот,Внедорожник,Синий,2.2,4
Lada,4x4,2013,271993,100000,Нижний Новгород,Электро,Механика,Универсал,Синий,2.8,4
BMW,5 Series,2014,201126,100000,Ростов-на-Дону,Гибрид,Вариатор,Кроссовер,Серебристый,1.7,4
Mazda,CX-3,2013,204524,100000,Новосибирск,Дизель,Автомат,Кроссовер,Серый,1.8,2
Lada,4x4,2013,151230,100000,Нижний Новгород,Гибрид,Механика,Универсал,Красный,2.2,3
Audi,A4,2013,125841,100000,Казань,Электро,Вариатор,Седан,Серый,2.2,3
Toyota,Highlander,2013,253048,100000,Нижний Новгород,Гибрид,Вариатор,Седан,Черный,1.3,4
BMW,5 Series,2011,273321,100000,Волгоград,Бензин,Автомат,Внедорожник,Синий,2.9,1
Hyundai,Tucson,2011,144360,100000,Челябинск,Дизель,Автомат,Внедорожник,Красный,2.8,3
Lada,4x4,2012,156807,100000,Нижний Новгород,Электро,Робот,Внедорожник,Зеленый,2.2,1
Mazda,CX-9,2013,114492,100000,Ростов-на-Дону,Дизель,Робот,Хэтчбек,Красный,3.3,3
Lada,Kalina,2010,269794,100000,Екатеринбург,Электро,Робот,Хэтчбек,Белый,1.6,3
Mazda,3,2010,204385,100000,Уфа,Гибрид,Автомат,Хэтчбек,Черный,3.2,2
Hyundai,Tucson,2011,174053,100000,Нижний Новгород,Гибрид,Вариатор,Кроссовер,Серый,1.3,4
Hyundai,Tucson,2013,153645,100000,Красноярск,Электро,Механика,Универсал,Синий,2.3,1
Lada,Granta,2011,198560,100000,Ростов-на-Дону,Электро,Механика,Кроссовер,Зеленый,1.3,4
Lada,4x4,2012,231356,100000,Екатеринбург,Гибрид,Механика,Универсал,Зеленый,3.3,1
Mazda,CX-3,2014,225654,100000,Казань,Электро,Робот,Седан,Красный,2.4,4
BMW,3 Series,2011,273034,100000,Воронеж,Электро,Механика,Седан,Синий,3.1,2
Mercedes-Benz,C-Class,2012,259764,100000,Новосибирск,Дизель,Вариатор,Седан,Белый,3.2,4
Mazda,6,2010,231133,100000,Омск,Дизель,Автомат,Седан,Серебристый,2.8,4
Lada,Kalina,2015,190550,100000,Санкт-Петербург,Дизель,Механика,Универсал,Серебристый,3.4,3
Volkswagen,Passat,2011,180860,100000,Уфа,Бензин,Робот,Внедорожник,Синий,1.5,4
Nissan,Murano,2016,176722,100000,Казань,Гибрид,Автомат,Внедорожник,Белый,2.5,3
Kia,Rio,2014,187531,100000,Ростов-на-Дону,Дизель,Автомат,Седан,Красный,2.6,2
Lada,Largus,2012,295653,100000,Воронеж,Гибрид,Автомат,Седан,Серебристый,2.6,1
Audi,A3,2013,220124,100000,Санкт-Петербург,Бензин,Автомат,Седан,Белый,3.2,1
Mazda,6,2014,232372,100000,Омск,Дизель,Вариатор,Хэтчбек,Зеленый,2.3,4
Volkswagen,Polo,2011,289393,100000,Челябинск,Электро,Вариатор,Седан,Синий,2.7,1
Hyundai,Elantra,2013,266864,100000,Воронеж,Бензин,Механика,Кроссовер,Зеленый,1.2,1
Toyota,Highlander,2013,264741,100000,Новосибирск,Электро,Робот,Внедорожник,Красный,3.1,4
Mercedes-Benz,GLE,2011,244416,100000,Ростов-на-Дону,Электро,Вариатор,Хэтчбек,Белый,2.6,2
Mazda,CX-5,2010,356313,100000,Санкт-Петербург,Электро,Робот,Внедорожник,Синий,1.6,2
Lada,4x4,2011,204270,100000,Новосибирск,Электро,Робот,Седан,Серебристый,3.1,2
BMW,5 Series,2013,247070,100000,Екатеринбург,Электро,Вариатор,Кроссовер,Серебристый,3.5,2
Toyota,Corolla,2012,134488,100000,Самара,Дизель,Робот,Внедорожник,Белый,3.4,1
BMW,7 Series,2011,321348,100000,Челябинск,Бензин,Автомат,Кроссовер,Красный,1.3,1
BMW,X3,2011,244296,100000,Екатеринбург,Бензин,Механика,Хэтчбек,Синий,2.5,3
Kia,Optima,2010,221587,100000,Ростов-на-Дону,Электро,Механика,Хэтчбек,Синий,2.7,1
Mazda,6,2013,216232,100000,Уфа,Дизель,Робот,Внедорожник,Красный,3.1,3
Mazda,CX-5,2010,200083,100000,Москва,Бензин,Автомат,Универсал,Черный,3.0,3
Lada,Kalina,2011,324854,100000,Воронеж,Бензин,Робот,Универсал,Серебристый,3.0,4
Audi,A3,2010,250511,100000,Пермь,Гибрид,Вариатор,Хэтчбек,Серый,2.9,3
BMW,7 Series,2013,219436,100000,Нижний Новгород,Дизель,Механика,Универсал,Зеленый,3.5,2
Audi,Q5,2010,180201,100000,Новосибирск,Электро,Механика,Седан,Серебристый,2.2,3
Lada,4x4,2017,141377,100000,Челябинск,Бензин,Автомат,Кроссовер,Красный,2.4,4
Kia,Sportage,2011,209254,100000,Омск,Электро,Вариатор,Кроссовер,Белый,3.3,3
Nissan,Almera,2011,182235,100000,Санкт-Петербург,Дизель,Автомат,Внедорожник,Белый,2.8,4
Mazda,CX-3,2011,246689,100000,Ростов-на-Дону,Бензин,Робот,Внедорожник,Синий,3.4,1
BMW,3 Series,2011,215378,100000,Красноярск,Гибрид,Автомат,Кроссовер,Белый,2.5,3
Mercedes-Benz,GLC,2013,263664,100000,Пермь,Гибрид,Механика,Универсал,Красный,1.7,4
Toyota,Camry,2014,147151,100000,Уфа,Дизель,Механика,Кроссовер,Зеленый,1.7,1
Hyundai,Solaris,2012,197348,100000,Ростов-на-Дону,Дизель,Вариатор,Хэтчбек,Синий,2.9,1
Nissan,Almera,2011,245639,100000,Нижний Новгород,Гибрид,Вариатор,Хэтчбек,Белый,3.4,4
Audi,A4,2011,263551,100000,Омск,Гибрид,Автомат,Внедорожник,Зеленый,2.5,2
Kia,Rio,2010,229792,100000,Екатеринбург,Дизель,Вариатор,Внедорожник,Черный,1.8,3
Lada,Kalina,2013,265078,100000,Новосибирск,Гибрид,Вариатор,Внедорожник,Черный,3.3,1
BMW,7 Series,2013,274758,100000,Новосибирск,Электро,Автомат,Внедорожник,Черный,2.4,1
Mercedes-Benz,S-Class,2011,323996,100000,Нижний Новгород,Бензин,Робот,Кроссовер,Зеленый,2.2,2
Toyota,Land Cruiser,2012,179958,100000,Омск,Электро,Автомат,Внедорожник,Синий,2.1,4
Lada,Granta,2015,175783,100000,Челябинск,Дизель,Робот,Универсал,Серебристый,2.8,4
Hyundai,Elantra,2010,226909,100000,Уфа,Электро,Механика,Универсал,Черный,2.2,3
